appid,review_score,review_score_desc,total_reviews
1559600,8,Very Positive,1336
1583720,0,No user reviews,0
1702140,0,No user reviews,0
2749000,6,Mostly Positive,155
7600,6,Mostly Positive,1733
1989070,8,Very Positive,318
1989070,8,Very Positive,318
311260,5,Mixed,2583
362680,9,Overwhelmingly Positive,7917
452280,0,No user reviews,0
748490,8,Very Positive,1762
1135810,8,Very Positive,1356
1274600,8,Very Positive,1413
1420770,6,Mostly Positive,238
1457520,7,Positive,13
2726120,6,Mostly Positive,33
2843640,8,Very Positive,332
2999060,8,Very Positive,66
339032,4,Mostly Negative,12
21130,8,Very Positive,2993
386070,8,Very Positive,7222
538030,8,Very Positive,1680
601840,8,Very Positive,5151
1869780,8,Very Positive,272
1088710,8,Very Positive,4736
2515020,8,Very Positive,10218
1179680,0,No user reviews,0
1252330,6,Mostly Positive,11922
1466640,8,Very Positive,9185
1754720,0,No user reviews,0
2243710,8,Very Positive,257
2421410,8,Very Positive,303
2658510,8,Very Positive,332
2730810,5,Mixed,439
2816950,8,Very Positive,378
2918300,7,Positive,31
2739980,8,Very Positive,81
2739980,8,Very Positive,81
3077030,0,No user reviews,0
3424520,0,No user reviews,0
3453220,0,No user reviews,0
3571710,6,Mostly Positive,41
4118640,5,Mixed,21
30,8,Very Positive,2099
4560,8,Very Positive,2651
40980,8,Very Positive,1005
490110,8,Very Positive,3230
498240,8,Very Positive,7197
543460,5,Mixed,1566
591740,0,No user reviews,0
605740,8,Very Positive,9412
833360,8,Very Positive,2055
1148350,0,No user reviews,0
1264250,6,Mostly Positive,1441
1360000,8,Very Positive,3541
1468720,8,Very Positive,4478
1534980,8,Very Positive,1643
1657090,0,6 user reviews,6
3446150,0,2 user reviews,2
1817800,8,Very Positive,975
3154360,0,No user reviews,0
6860,8,Very Positive,6185
9480,6,Mostly Positive,8034
213330,8,Very Positive,3460
1850160,9,Overwhelmingly Positive,1237
429660,8,Very Positive,6215
481510,8,Very Positive,12809
1262350,9,Overwhelmingly Positive,18521
1356280,6,Mostly Positive,570
1544020,5,Mixed,15881
1782380,0,No user reviews,0
1794470,8,Very Positive,547
1993150,6,Mostly Positive,29
2005010,8,Very Positive,10381
2291760,9,Overwhelmingly Positive,8667
2302990,0,No user reviews,0
2631960,8,Very Positive,103
2897610,8,Very Positive,53
2054970,5,Mixed,42305
3553110,8,Very Positive,56
3351650,0,9 user reviews,9
3642750,0,No user reviews,0
3696100,0,No user reviews,0
251150,8,Very Positive,6141
384300,6,Mostly Positive,3009
420000,6,Mostly Positive,1081
230290,9,Overwhelmingly Positive,17642
593280,9,Overwhelmingly Positive,3368
747610,0,1 user reviews,1
820520,8,Very Positive,3635
1136370,8,Very Positive,3200
1179580,8,Very Positive,101
1461920,0,9 user reviews,9
1481340,0,No user reviews,0
1610440,9,Overwhelmingly Positive,698
1796790,8,Very Positive,1477
2060590,8,Very Positive,447
2084050,0,No user reviews,0
2165140,7,Positive,36
2423620,6,Mostly Positive,30
2667970,7,Positive,14
2820140,7,Positive,41
2953230,0,No user reviews,0
3432270,0,No user reviews,0
3673150,0,No user reviews,0
2723520,5,Mixed,43
55150,8,Very Positive,11371
242680,9,Overwhelmingly Positive,9172
292000,5,Mixed,4682
298030,9,Overwhelmingly Positive,2414
405310,8,Very Positive,1920
628110,0,4 user reviews,4
758870,8,Very Positive,2361
793460,8,Very Positive,2087
965200,0,7 user reviews,7
979120,8,Very Positive,1987
1022980,6,Mostly Positive,1883
1092720,0,No user reviews,0
1184770,9,Overwhelmingly Positive,1813
1502970,8,Very Positive,266
1536090,8,Very Positive,1814
2216130,7,Positive,11
722020,4,Mostly Negative,12
3650520,0,No user reviews,0
3689850,0,No user reviews,0
242550,8,Very Positive,3832
930210,8,Very Positive,7325
372800,7,Positive,40
468920,8,Very Positive,2419
608180,0,8 user reviews,8
1163550,6,Mostly Positive,1161
2569500,0,4 user reviews,4
1608450,8,Very Positive,255
2509200,8,Very Positive,541
3027930,8,Very Positive,835
3050010,0,No user reviews,0
3920610,0,No user reviews,0
658850,8,Very Positive,2133
3337140,8,Very Positive,396
3431040,8,Very Positive,1339
3684820,0,No user reviews,0
3811390,0,6 user reviews,6
3811420,0,No user reviews,0
532790,5,Mixed,5156
2477010,5,Mixed,549
236690,6,Mostly Positive,4779
244160,8,Very Positive,7599
564530,8,Very Positive,1531
589360,8,Very Positive,4207
601050,8,Very Positive,3530
738060,0,6 user reviews,6
760640,8,Very Positive,362
894020,8,Very Positive,9963
1063420,8,Very Positive,4727
1147860,9,Overwhelmingly Positive,6035
1214470,6,Mostly Positive,1001
1457510,0,5 user reviews,5
1482860,0,No user reviews,0
1510460,0,No user reviews,0
1775490,9,Overwhelmingly Positive,1741
1946180,0,No user reviews,0
2026820,8,Very Positive,1302
2154900,0,No user reviews,0
2277320,6,Mostly Positive,461
375450,8,Very Positive,138
375450,8,Very Positive,138
2484630,0,No user reviews,0
2525380,8,Very Positive,525
2748340,8,Very Positive,533
2864890,8,Very Positive,455
3039040,0,No user reviews,0
3493200,0,No user reviews,0
3578240,0,No user reviews,0
3310,8,Very Positive,1022
1026680,6,Mostly Positive,2466
536270,8,Very Positive,5029
564230,8,Very Positive,2413
1089980,9,Overwhelmingly Positive,37013
1238060,5,Mixed,4613
1515210,8,Very Positive,3618
1564600,8,Very Positive,518
1798010,8,Very Positive,838
2076010,8,Very Positive,1431
2097570,9,Overwhelmingly Positive,1694
2179380,8,Very Positive,434
2353250,8,Very Positive,1340
2994430,0,No user reviews,0
3335120,8,Very Positive,94
3335120,8,Very Positive,94
386940,9,Overwhelmingly Positive,13720
3521410,8,Very Positive,145
3594780,0,No user reviews,0
312530,9,Overwhelmingly Positive,10969
345240,8,Very Positive,657
377300,5,Mixed,1726
437920,8,Very Positive,2315
502570,8,Very Positive,135
515180,6,Mostly Positive,1873
679900,8,Very Positive,2592
1061090,8,Very Positive,4956
1135230,9,Overwhelmingly Positive,3616
1811990,8,Very Positive,5154
2055050,8,Very Positive,356
2116120,6,Mostly Positive,4155
2739980,8,Very Positive,81
2739980,8,Very Positive,81
2928520,8,Very Positive,836
3124550,8,Very Positive,127
4163940,0,No user reviews,0
261550,8,Very Positive,92491
684450,6,Mostly Positive,1788
774181,9,Overwhelmingly Positive,6313
839200,0,No user reviews,0
1123770,8,Very Positive,3652
1167450,8,Very Positive,2244
1262460,8,Very Positive,884
1368870,8,Very Positive,261
1416960,8,Very Positive,266
2400430,8,Very Positive,414
1764530,8,Very Positive,1555
2331330,8,Very Positive,119
2707900,0,No user reviews,0
3094010,8,Very Positive,129
3362990,0,7 user reviews,7
3882020,8,Very Positive,66
73170,8,Very Positive,913
252610,8,Very Positive,6032
375450,8,Very Positive,138
375450,8,Very Positive,138
391000,8,Very Positive,151
393080,5,Mixed,5981
442120,8,Very Positive,963
493900,8,Very Positive,4904
668630,6,Mostly Positive,807
979690,6,Mostly Positive,11933
1078880,0,No user reviews,0
1168660,8,Very Positive,402
1216710,8,Very Positive,767
1463120,8,Very Positive,72
1782460,8,Very Positive,1375
1809700,6,Mostly Positive,2787
2016460,8,Very Positive,2033
2513280,9,Overwhelmingly Positive,8096
2719160,5,Mixed,1728
2811830,0,No user reviews,0
3029540,0,No user reviews,0
3068300,0,No user reviews,0
3074090,0,No user reviews,0
3380760,0,No user reviews,0
835960,8,Very Positive,7955
334920,0,4 user reviews,4
752580,6,Mostly Positive,98
829590,6,Mostly Positive,1546
895620,8,Very Positive,1306
1541020,0,No user reviews,0
1556200,6,Mostly Positive,2547
1721060,6,Mostly Positive,913
2015270,8,Very Positive,2026
2303350,9,Overwhelmingly Positive,4182
2444170,0,No user reviews,0
3121070,0,No user reviews,0
3177920,0,No user reviews,0
3183350,8,Very Positive,73
3358440,0,No user reviews,0
3451640,0,No user reviews,0
3614460,8,Very Positive,98
3858070,0,No user reviews,0
321800,8,Very Positive,1859
375480,8,Very Positive,3256
453090,8,Very Positive,4539
589870,0,No user reviews,0
733070,8,Very Positive,479
859570,8,Very Positive,4694
882100,6,Mostly Positive,12691
897220,9,Overwhelmingly Positive,645
1672500,8,Very Positive,1604
1753410,0,No user reviews,0
2431880,6,Mostly Positive,56
2463690,8,Very Positive,117
2544720,8,Very Positive,219
3259470,9,Overwhelmingly Positive,2028
3365050,0,4 user reviews,4
3615160,9,Overwhelmingly Positive,1078
3925760,8,Very Positive,983
3956340,6,Mostly Positive,40
1281630,6,Mostly Positive,1165
115320,6,Mostly Positive,4149
204300,8,Very Positive,6972
704850,8,Very Positive,10811
667890,0,No user reviews,0
994730,8,Very Positive,568
1173780,8,Very Positive,1867
1202200,8,Very Positive,1555
1574820,9,Overwhelmingly Positive,6889
1664490,0,No user reviews,0
1962770,0,No user reviews,0
2392520,5,Mixed,164
2507640,0,No user reviews,0
2602560,0,No user reviews,0
2707490,8,Very Positive,440
3069530,0,No user reviews,0
3115010,0,No user reviews,0
3276280,0,8 user reviews,8
3382170,0,No user reviews,0
3882310,0,No user reviews,0
7200,9,Overwhelmingly Positive,1408
3159330,6,Mostly Positive,12253
269770,8,Very Positive,3422
282140,9,Overwhelmingly Positive,22145
415600,8,Very Positive,482
456750,9,Overwhelmingly Positive,5784
564710,8,Very Positive,463
572890,9,Overwhelmingly Positive,3514
1830700,0,No user reviews,0
775500,8,Very Positive,5170
957720,8,Very Positive,325
973230,8,Very Positive,6361
1386780,6,Mostly Positive,806
1543030,8,Very Positive,913
1563940,0,No user reviews,0
1696810,6,Mostly Positive,4192
2106520,7,Positive,28
2756770,8,Very Positive,1177
3453970,5,Mixed,97
3453970,5,Mixed,97
3150440,8,Very Positive,900
3747250,0,No user reviews,0
3814570,0,No user reviews,0
2320,8,Very Positive,5242
362490,8,Very Positive,8567
435120,8,Very Positive,1947
628100,0,2 user reviews,2
654890,6,Mostly Positive,1891
1925400,0,No user reviews,0
1049410,8,Very Positive,13430
1056960,5,Mixed,5711
1407510,0,No user reviews,0
1425980,8,Very Positive,272
1562940,8,Very Positive,115
1611430,8,Very Positive,153
1703340,8,Very Positive,22492
1817230,9,Overwhelmingly Positive,15612
2173460,8,Very Positive,226
2178590,6,Mostly Positive,366
2271930,8,Very Positive,570
1072420,8,Very Positive,1689
2513240,5,Mixed,141
2637940,6,Mostly Positive,218
2663950,7,Positive,15
2778430,0,No user reviews,0
3273240,0,No user reviews,0
3350140,0,No user reviews,0
3453600,8,Very Positive,459
3653800,0,No user reviews,0
286690,8,Very Positive,25627
247000,6,Mostly Positive,3397
303310,8,Very Positive,1787
541210,8,Very Positive,3419
899440,8,Very Positive,3059
948740,8,Very Positive,4213
1076160,8,Very Positive,862
1371630,0,No user reviews,0
2134320,9,Overwhelmingly Positive,543
2221920,6,Mostly Positive,1873
2340650,5,Mixed,148
2614070,8,Very Positive,63
1747950,7,Positive,19
3196540,0,No user reviews,0
3338950,8,Very Positive,321
3515100,0,No user reviews,0
3564860,0,No user reviews,0
3568460,0,7 user reviews,7
3768770,0,No user reviews,0
383870,8,Very Positive,54110
614570,8,Very Positive,4587
641780,8,Very Positive,1998
822240,0,No user reviews,0
858210,9,Overwhelmingly Positive,8880
886250,0,No user reviews,0
903950,6,Mostly Positive,10941
1114420,0,No user reviews,0
1283410,8,Very Positive,3684
1292690,8,Very Positive,1438
1638230,7,Positive,41
1677350,5,Mixed,1753
1881200,8,Very Positive,1086
1898210,0,No user reviews,0
2116060,5,Mixed,269
2230110,6,Mostly Positive,1741
2328760,5,Mixed,149
2525310,8,Very Positive,1194
2961460,0,1 user reviews,1
3494520,6,Mostly Positive,415
3829340,0,No user reviews,0
4074300,0,No user reviews,0
70600,8,Very Positive,1558
597820,6,Mostly Positive,8194
790820,8,Very Positive,2498
865360,8,Very Positive,4684
1127420,0,1 user reviews,1
1598780,8,Very Positive,351
1649240,8,Very Positive,3989
1964220,0,No user reviews,0
1995890,8,Very Positive,482
2400280,7,Positive,10
2627540,0,No user reviews,0
2654860,7,Positive,11
2891020,8,Very Positive,219
3585230,0,8 user reviews,8
3760230,0,No user reviews,0
4106740,0,No user reviews,0
19900,6,Mostly Positive,9002
1941540,6,Mostly Positive,7500
235600,6,Mostly Positive,8048
424030,8,Very Positive,10366
537800,8,Very Positive,6373
860950,9,Overwhelmingly Positive,2536
1040230,8,Very Positive,563
1563180,6,Mostly Positive,2046
1592110,6,Mostly Positive,503
1599330,8,Very Positive,942
1849790,8,Very Positive,714
1896700,9,Overwhelmingly Positive,1534
1938010,5,Mixed,3895
1963570,8,Very Positive,886
2050800,8,Very Positive,68
2063610,5,Mixed,87
2132890,8,Very Positive,93
2308690,8,Very Positive,521
2405060,8,Very Positive,345
2570850,7,Positive,29
2678640,7,Positive,49
3730180,0,No user reviews,0
3739670,7,Positive,36
3782160,0,No user reviews,0
3320,9,Overwhelmingly Positive,4432
9880,5,Mixed,165
57730,5,Mixed,180
253230,9,Overwhelmingly Positive,28813
397220,0,5 user reviews,5
385380,6,Mostly Positive,915
393420,5,Mixed,4718
438140,8,Very Positive,128
887800,6,Mostly Positive,396
933480,0,No user reviews,0
1024650,5,Mixed,571
1062160,9,Overwhelmingly Positive,4427
1180660,8,Very Positive,2144
1778840,8,Very Positive,310
1413480,8,Very Positive,2384
1495320,8,Very Positive,3095
1684930,9,Overwhelmingly Positive,5571
2106840,9,Overwhelmingly Positive,1552
2274120,0,1 user reviews,1
2503740,0,No user reviews,0
2564660,0,No user reviews,0
2717010,6,Mostly Positive,58
2388070,6,Mostly Positive,11
39190,6,Mostly Positive,2082
242640,8,Very Positive,4021
290930,7,Positive,21
420530,9,Overwhelmingly Positive,29650
467960,5,Mixed,236
501300,8,Very Positive,16677
1471410,8,Very Positive,1950
568320,9,Overwhelmingly Positive,982
782670,0,No user reviews,0
889510,8,Very Positive,914
1003890,6,Mostly Positive,1622
1101190,5,Mixed,2242
1358700,8,Very Positive,1918
1481170,8,Very Positive,957
1531540,6,Mostly Positive,2008
1574580,9,Overwhelmingly Positive,8903
1580780,8,Very Positive,1098
1587130,8,Very Positive,3169
1668510,9,Overwhelmingly Positive,921
1677770,9,Overwhelmingly Positive,5885
1941780,0,No user reviews,0
2689120,8,Very Positive,303
2941710,8,Very Positive,1829
3006280,7,Positive,26
3242090,0,No user reviews,0
3703520,0,No user reviews,0
3660220,5,Mixed,96
222420,8,Very Positive,660
370730,0,4 user reviews,4
496460,5,Mixed,2113
730310,5,Mixed,1114
953490,8,Very Positive,15155
1298590,9,Overwhelmingly Positive,505
1337970,8,Very Positive,57
1668520,9,Overwhelmingly Positive,661
1895300,0,No user reviews,0
1953230,8,Very Positive,782
2302890,7,Positive,30
2098790,0,No user reviews,0
2190290,7,Positive,34
2369900,9,Overwhelmingly Positive,1281
2495050,0,No user reviews,0
2505570,8,Very Positive,415
2922410,8,Very Positive,434
3173560,8,Very Positive,476
3371770,8,Very Positive,456
3639380,6,Mostly Positive,17
4920,8,Very Positive,5367
22130,8,Very Positive,318
32510,8,Very Positive,3901
376680,6,Mostly Positive,528
536220,6,Mostly Positive,5721
626690,8,Very Positive,5079
687800,8,Very Positive,649
743890,6,Mostly Positive,1555
933820,6,Mostly Positive,3280
979060,0,No user reviews,0
1194630,6,Mostly Positive,2742
1450080,0,3 user reviews,3
1450900,8,Very Positive,814
1533420,9,Overwhelmingly Positive,11654
1682060,8,Very Positive,135
1684350,8,Very Positive,1331
1798020,8,Very Positive,286
1799370,0,No user reviews,0
2172010,8,Very Positive,1546
2407830,8,Very Positive,835
2527520,0,No user reviews,0
2738630,5,Mixed,662
3083300,9,Overwhelmingly Positive,633
3777270,0,No user reviews,0
418530,8,Very Positive,13678
407130,8,Very Positive,3195
466130,6,Mostly Positive,481
522470,8,Very Positive,2556
562010,0,5 user reviews,5
675260,8,Very Positive,3924
678900,6,Mostly Positive,1049
694130,0,No user reviews,0
785740,5,Mixed,1326
918570,6,Mostly Positive,748
939850,6,Mostly Positive,3263
1138660,8,Very Positive,1007
1161590,8,Very Positive,1115
1220140,6,Mostly Positive,1229
1335790,8,Very Positive,2095
1349540,0,1 user reviews,1
1755830,8,Very Positive,1010
2447350,0,1 user reviews,1
1862860,0,No user reviews,0
2212670,8,Very Positive,408
2394650,9,Overwhelmingly Positive,1309
2604480,5,Mixed,180
3063520,6,Mostly Positive,235
3170,8,Very Positive,345
4570,8,Very Positive,5387
242860,8.0,Very Positive,17396.0
249230,5.0,Mixed,1455.0
302510,8.0,Very Positive,12870.0
336150,8.0,Very Positive,482.0
350640,6.0,Mostly Positive,2759.0
448280,8.0,Very Positive,2954.0
449300,5.0,Mixed,241.0
3620530,0.0,No user reviews,0.0
628140,0.0,5 user reviews,5.0
1569930,0.0,3 user reviews,3.0
710920,8.0,Very Positive,3312.0
777390,8.0,Very Positive,1576.0
813630,9.0,Overwhelmingly Positive,4684.0
1021210,8.0,Very Positive,1811.0
1157250,0.0,2 user reviews,2.0
1690710,0.0,8 user reviews,8.0
1668540,8.0,Very Positive,788.0
1863390,0.0,No user reviews,0.0
1869780,8.0,Very Positive,272.0
1887930,0.0,No user reviews,0.0
1954200,8.0,Very Positive,6279.0
1990740,8.0,Very Positive,188.0
2086430,8.0,Very Positive,1115.0
2366120,0.0,No user reviews,0.0
2697490,7.0,Positive,11.0
2738000,0.0,No user reviews,0.0
2825840,0.0,No user reviews,0.0
2956320,0.0,No user reviews,0.0
3437350,7.0,Positive,17.0
3874950,0.0,1 user reviews,1.0
3540,9.0,Overwhelmingly Positive,2095.0
428020,0.0,8 user reviews,8.0
40800,8.0,Very Positive,12928.0
526160,,,
531510,9.0,Overwhelmingly Positive,12415.0
798460,8.0,Very Positive,2306.0
862740,7.0,Positive,20.0
1043810,9.0,Overwhelmingly Positive,9352.0
1100990,8.0,Very Positive,1301.0
1450150,0.0,No user reviews,0.0
1457320,5.0,Mixed,1890.0
1705180,8.0,Very Positive,4075.0
1737870,8.0,Very Positive,1617.0
1910680,8.0,Very Positive,1228.0
2226700,5.0,Mixed,57.0
3249650,8.0,Very Positive,373.0
3509430,7.0,Positive,15.0
3660220,5.0,Mixed,96.0
3851240,0.0,No user reviews,0.0
292140,5.0,Mixed,2749.0
317600,0.0,No user reviews,0.0
368230,8.0,Very Positive,3279.0
555950,8.0,Very Positive,2858.0
594330,8.0,Very Positive,3913.0
622650,8.0,Very Positive,10379.0
675690,0.0,No user reviews,0.0
709920,9.0,Overwhelmingly Positive,1015.0
970830,8.0,Very Positive,2114.0
991710,0.0,No user reviews,0.0
1036640,8.0,Very Positive,103.0
1101120,8.0,Very Positive,1474.0
1139940,8.0,Very Positive,930.0
1307710,6.0,Mostly Positive,1165.0
1361680,0.0,4 user reviews,4.0
1526900,8.0,Very Positive,810.0
1663040,8.0,Very Positive,1235.0
1786790,8.0,Very Positive,260.0
2376580,0.0,No user reviews,0.0
2382520,9.0,Overwhelmingly Positive,1345.0
2617400,8.0,Very Positive,61.0
2703850,9.0,Overwhelmingly Positive,4410.0
3906130,7.0,Positive,45.0
4041990,0.0,No user reviews,0.0
2320,8.0,Very Positive,5242.0
207140,8.0,Very Positive,9550.0
209160,5.0,Mixed,6117.0
315660,6.0,Mostly Positive,1660.0
357190,8.0,Very Positive,3871.0
382110,6.0,Mostly Positive,1482.0
576770,8.0,Very Positive,1098.0
577230,6.0,Mostly Positive,337.0
667530,7.0,Positive,27.0
728730,0.0,No user reviews,0.0
729720,5.0,Mixed,39.0
909660,8.0,Very Positive,1106.0
963060,7.0,Positive,14.0
1049800,0.0,No user reviews,0.0
1102930,8.0,Very Positive,1122.0
1148760,9.0,Overwhelmingly Positive,3528.0
2658510,8.0,Very Positive,332.0
1079260,9.0,Overwhelmingly Positive,2678.0
2928600,8.0,Very Positive,837.0
1571190,0.0,No user reviews,0.0
1580520,5.0,Mixed,754.0
1658280,8.0,Very Positive,1604.0
1685460,7.0,Positive,43.0
1889620,8.0,Very Positive,391.0
2863160,8.0,Very Positive,302.0
2226730,8.0,Very Positive,123.0
3077020,8.0,Very Positive,163.0
3106160,0,6 user reviews,6
3389200,0,6 user reviews,6
3454980,5,Mixed,507
3570070,8,Very Positive,270
3618880,7,Positive,26
245170,8,Very Positive,11771
4078200,0,No user reviews,0
213870,0,No user reviews,0
520440,9,Overwhelmingly Positive,4520
606800,8,Very Positive,2847
3732970,8,Very Positive,59
688130,8,Very Positive,3821
702050,8,Very Positive,2184
823550,0,2 user reviews,2
860890,8,Very Positive,2367
956030,9,Overwhelmingly Positive,1775
1047440,9,Overwhelmingly Positive,607
1088150,7,Positive,23
1119980,9,Overwhelmingly Positive,2837
3365030,6,Mostly Positive,29
1330000,8,Very Positive,2321
1343670,8,Very Positive,279
1501610,8,Very Positive,1066
1509970,0,No user reviews,0
1559390,8,Very Positive,172
1574000,0,4 user reviews,4
1602010,8,Very Positive,2433
1737690,7,Positive,30
1811180,0,No user reviews,0
1904790,8,Very Positive,285
1924480,6,Mostly Positive,1149
2143680,8,Very Positive,117
2197890,8,Very Positive,515
2466680,0,No user reviews,0
2510960,8,Very Positive,886
2635670,0,No user reviews,0
3367340,0,No user reviews,0
2870360,0,No user reviews,0
3011360,8,Very Positive,375
3051280,0,No user reviews,0
3314060,5,Mixed,1191
3400930,8,Very Positive,1897
3651790,0,No user reviews,0
2820,8,Very Positive,1080
20540,8,Very Positive,874
1659040,8,Very Positive,24190
252410,8,Very Positive,2938
995380,7,Positive,33
2183930,5,Mixed,728
416450,0,3 user reviews,3
432350,9,Overwhelmingly Positive,2700
604540,5,Mixed,2563
622220,8,Very Positive,1466
1004750,6,Mostly Positive,375
1018830,8,Very Positive,1580
1227530,6,Mostly Positive,1640
1410710,8,Very Positive,3823
1494810,9,Overwhelmingly Positive,4152
1631470,9,Overwhelmingly Positive,1159
2190210,0,No user reviews,0
2229260,0,No user reviews,0
2264340,6,Mostly Positive,199
2289650,8,Very Positive,390
2390230,8,Very Positive,328
2542860,0,No user reviews,0
2614070,8,Very Positive,63
2697930,8,Very Positive,846
2917030,0,No user reviews,0
2946280,0,No user reviews,0
3029750,8,Very Positive,410
3211680,8,Very Positive,198
3238670,8,Very Positive,1621
3620010,0,No user reviews,0
3708420,0,No user reviews,0
3926280,0,No user reviews,0
438490,8,Very Positive,1771
586200,5,Mixed,1225
954740,8,Very Positive,9155
1080020,6,Mostly Positive,967
1150760,9,Overwhelmingly Positive,4968
1227690,9,Overwhelmingly Positive,4138
1302240,8,Very Positive,7305
1410640,8,Very Positive,1187
2111170,8,Very Positive,850
2383200,8,Very Positive,579
2591210,0,No user reviews,0
2647680,8,Very Positive,730
25890,6,Mostly Positive,2719
34870,5,Mixed,3817
217750,6,Mostly Positive,22
332310,6,Mostly Positive,7510
359840,6,Mostly Positive,645
587620,8,Very Positive,4561
607080,9,Overwhelmingly Positive,7965
658920,0,No user reviews,0
674140,9,Overwhelmingly Positive,5953
1058770,7,Positive,41
1341200,5,Mixed,447
1521580,8,Very Positive,2128
1623070,6,Mostly Positive,715
1690730,0,No user reviews,0
3365050,0,4 user reviews,4
2109370,5,Mixed,1765
2230650,8,Very Positive,740
2322440,6,Mostly Positive,393
2328750,8,Very Positive,643
2653790,8,Very Positive,4221
2690010,8,Very Positive,209
2820700,8,Very Positive,461
40390,6,Mostly Positive,986
200170,8,Very Positive,2191
215280,5,Mixed,3464
394310,6,Mostly Positive,3465
3238940,0,No user reviews,0
474960,8,Very Positive,6870
505230,8,Very Positive,4372
686200,8,Very Positive,1969
1289380,5,Mixed,704
1569090,8,Very Positive,353
1656780,8,Very Positive,2372
1850160,9,Overwhelmingly Positive,1237
1918040,8,Very Positive,1295
1990110,8,Very Positive,950
2287220,6,Mostly Positive,942
3838290,7,Positive,22
3971770,0,No user reviews,0
204450,8,Very Positive,9547
290340,8,Very Positive,5391
334230,8,Very Positive,24441
348550,9,Overwhelmingly Positive,3858
424370,5,Mixed,27658
574720,8,Very Positive,975
824550,6,Mostly Positive,979
834740,8,Very Positive,1244
924980,8,Very Positive,2154
952540,8,Very Positive,160
977880,8,Very Positive,3495
1281800,0,No user reviews,0
1291340,9,Overwhelmingly Positive,10447
1432050,8,Very Positive,2126
1482910,0,No user reviews,0
1944430,8,Very Positive,5537
2277320,6,Mostly Positive,461
2056210,8,Very Positive,768
2291850,9,Overwhelmingly Positive,1293
2494810,8,Very Positive,160
2754380,9,Overwhelmingly Positive,3192
2916770,8,Very Positive,105
3132990,0,No user reviews,0
3300410,0,No user reviews,0
552520,8,Very Positive,66533
201310,8,Very Positive,1065
227860,5,Mixed,4210
248570,8,Very Positive,92
591960,0,3 user reviews,3
1063660,8,Very Positive,7019
2584270,0,No user reviews,0
1170950,5,Mixed,7237
3365040,0,2 user reviews,2
1627570,8,Very Positive,952
1740720,8,Very Positive,4081
1745510,8,Very Positive,7095
1830970,8,Very Positive,1160
2400510,8,Very Positive,1857
2996040,8,Very Positive,1420
3069120,9,Overwhelmingly Positive,817
3671710,8,Very Positive,200
1902960,8,Very Positive,2461
454650,8,Very Positive,17962
365450,8,Very Positive,7407
383080,6,Mostly Positive,118
240760,8,Very Positive,3115
677160,6,Mostly Positive,3396
861540,8,Very Positive,6037
1135300,5,Mixed,1061
1173800,8,Very Positive,1778
1178400,6,Mostly Positive,127
1205520,8,Very Positive,4668
1216320,8,Very Positive,3187
1281590,8,Very Positive,2858
1624540,8,Very Positive,3728
2197910,0,No user reviews,0
2313330,5,Mixed,1109
2475490,9,Overwhelmingly Positive,22487
2494960,0,No user reviews,0
3184110,8,Very Positive,557
3336520,8,Very Positive,98
46510,8,Very Positive,580
728740,6,Mostly Positive,1259
230190,8,Very Positive,3987
301640,8,Very Positive,4945
332800,8,Very Positive,13059
1574140,0,3 user reviews,3
464340,5,Mixed,1045
480650,8,Very Positive,2021
584400,8,Very Positive,13403
640590,8,Very Positive,648
674500,8,Very Positive,2999
684410,8,Very Positive,2361
1266630,0,4 user reviews,4
962730,8,Very Positive,12755
1150530,8,Very Positive,1678
1213300,5,Mixed,23
1329500,8,Very Positive,2476
4030970,0,No user reviews,0
1603180,8,Very Positive,1093
1792250,8,Very Positive,1447
2310700,7,Positive,26
2400430,8,Very Positive,414
3070880,6,Mostly Positive,126
3204250,6,Mostly Positive,852
3261010,0,9 user reviews,9
6910,9,Overwhelmingly Positive,10055
244450,8,Very Positive,16216
304650,8,Very Positive,5572
311340,8,Very Positive,7500
414340,8,Very Positive,28027
550050,7,Positive,15
548570,5,Mixed,7032
611660,5,Mixed,4366
907650,5,Mixed,1861
921800,6,Mostly Positive,1998
998740,8,Very Positive,1453
1016800,8,Very Positive,5288
1283400,6,Mostly Positive,1485
1388770,9,Overwhelmingly Positive,18204
1484720,8,Very Positive,3754
1810820,8,Very Positive,178
1968730,8,Very Positive,1762
2021880,6,Mostly Positive,1155
2289720,8,Very Positive,325
2362300,6,Mostly Positive,1342
2634890,8,Very Positive,1507
2695490,6,Mostly Positive,1274
6020,9,Overwhelmingly Positive,7070
41014,8,Very Positive,222
860231,0,No user reviews,0
352720,8,Very Positive,4968
1158940,8,Very Positive,1081
1287840,6,Mostly Positive,864
1767560,6,Mostly Positive,108
1816300,6,Mostly Positive,1302
1883260,8,Very Positive,454
1955960,0,4 user reviews,4
1988550,8,Very Positive,3443
2020710,8,Very Positive,617
2181610,8,Very Positive,1758
2411910,8,Very Positive,108
2809040,0,No user reviews,0
32430,6,Mostly Positive,5000
311730,5,Mixed,1706
355790,8,Very Positive,2046
375530,8,Very Positive,1409
1240210,9,Overwhelmingly Positive,9025
1794960,6,Mostly Positive,3034
2059790,5,Mixed,20
2338140,8,Very Positive,480
3126150,8,Very Positive,330
3168600,5,Mixed,809
3208560,8,Very Positive,397
3259470,9,Overwhelmingly Positive,2028
3689520,0,3 user reviews,3
130,8,Very Positive,9336
22600,8,Very Positive,1861
223470,9,Overwhelmingly Positive,40376
